relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review
REL-00442,ZLH-005,ZLH-039,地下通讯,地下通讯,地下通讯,,地下通讯,,,formal,25,low,"、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、; ────东联词典信息。成员有冯雪峰、沈端先(夏卫)等,小说研究委员会左联秘书处下属单位.又称小说研究会、小说组、小说散文组。主要开展创作活动,举行作“品座谈会; 。年夏担任党中央特派员冯雪峰的秘密交通员.同年秋,被软禁南京三年",左联词典 第104页; 左联词典 第110页; 左联词典 第278页; 左联词典 第284页; 左联词典 第477页,5,SRC-0007;SRC-0676;SRC-0148;SRC-0534;SRC-0176,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00443,ZLH-005,ZLH-042,交游,交游,交游,,交游,,,formal,25,low,"丙心、穆木天、戴平万、戴望舒、魏金枝、魏猛克等。左联高举反对帝国主义、反对国民克反动派和拥护苏维埃革命的战斗旗帜,努力传播马克思主义文艺理论,介绍苏联及世界各国; 鲁迅介绍,移居景云里,和柔石、冯雪峰建立了友谊,同年月日,出席中国左翼作农联盟成立大会,为左联发起人之一。同年月至月,在《萌芽月刊》发表《巴黎公社论》(; 骂.认为柔石《为奴隶的母亲》、魏金枝《如妈》等小说可以毫无愧色地“列入于",左联词典 第104页; 左联词典 第336页; 左联词典 第460页; 左联词典 第482页; 左联词典 第483页,5,SRC-0007;SRC-0163;SRC-0165;SRC-0613;SRC-0151,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00444,ZLH-005,ZLH-043,组织隶属,合作,合作,,合作,,,formal,85,critical,"、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具才华的文学新人如冯铿、沙汀、艾芜、欧阳山、草明、; 中国左翼作家联盟北方部机关刊。端木蕻良、方殴、臧云远编辑。参加该刊工作的还有韩保善,江篱、俞竹舟等,四开小报形式的周刊。年月日创刊,7月日出版第; 虑、名紫、东平(以上胡从经)、冯雪峰、楼适夷(以包子衍),阳翰笙、田汉",左联词典 第104页; 左联词典 第500页; 左联词典 第563页,4,SRC-0007;SRC-0265;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-00445,ZLH-005,ZLH-045,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养; 虑、名紫、东平(以上胡从经)、冯雪峰、楼适夷(以包子衍),阳翰笙、田汉(以上张向华),戴平万(饶茎子、黄仲文),孟超(卢正言),王任叔、扬邮人(以上陈梦烨),; 认为“周扬,以及鲁迅、命秋日、冯雪峰、茅盾等人在马克思主义文艺理论方面的努力,提高了左翼文坛的理论水平,增强了文艺工作者创作革命文艺的左联研",左联词典 第104页; 左联词典 第563页; 左联词典 第639页,4,SRC-0007;SRC-0178;SRC-0737,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
REL-00446,ZLH-005,ZLH-046,交游,交游,交游,,交游,,,formal,25,low,"苏宜兴丁山镇去住些时日,不仁,邵荃麟、梁文若(叶以群夫人)、契萌(张天翼夫人)、刘白羽、王惰之等人也来到丁山。大家有时品荫座谈,畅叙各自的人生经历及写作计划,探",左联史 第624页,2,SRC-0738,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00447,ZLH-005,ZLH-047,交游,交游,交游,,交游,,,formal,25,low,"委会,当选执委的是鲁迅、茅眉、冯雪峰、丁玲、周起应(周扬)、楼适夷、华蒂(叶以群)、彭莲青(彭慧)、李辉英、金丁等人。年左联又改选执委会,新执委会成; 讯时,柔石的同乡好友、左联作家林淡秋受王育和之托也出席旁听,因案情重大,当局出于保密考虑,旁听者极少。为救援柔石,鲁迅曾捐过款。年月日《鲁迅日记》:; 禁则毫无理由。左翰作家、翻译家林淡秋所译的两部苏联小说均被查禁:《巧克力",左联史 第22页; 左联史 第106页; 左联史 第231页; 左联史 第707页; 左联史 第729页,5,SRC-0739;SRC-0740;SRC-0726;SRC-0741;SRC-0710,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00448,ZLH-005,ZLH-048,交游,交游,交游,,交游,,,formal,25,low,"国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾; 灵菲、应修人、潘漠华、郑伯奇、王任叔、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆; 集》的编译工作。同年月起,在冯雪峰授意下,编辑出版文艺从刊《工作与学习》,先后出版《二三事}《原野)》》、《收获)《黎明辑。年",左联词典 第102页; 左联词典 第104页; 左联词典 第284页; 左联词典 第563页; 左联词典 第580页,5,SRC-0011;SRC-0007;SRC-0534;SRC-0178;SRC-0249,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00449,ZLH-005,ZLH-050,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾",左联词典 第102页,1,SRC-0011,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-00450,ZLH-005,ZLH-053,组织隶属,交往,交往,,交往,,,formal,85,critical,"2日下午参加鲁迅葬礼,和巴金、黄源、张天翼、欧阳山、聂绀弩、田军、周文、靳以、萧乾、吴朗西、黎券文、孟十还、曹白\鹿地亘等扶鲁迅先生灵枢上车,前往万国公墓。19; 6年月日,中共中央特派员冯雪峰从陕北来到上海开展工作,首先会见鲁迅,并暂寓先生家。他向鲁迅传达了中共中央瓦密堡会议的经过和党的抗日民族统一战线政策,从这时; 玲、曹靖华、洛扣左联盟员简介(冯雪峰)、突如(夏衍)、适夷等位左翼作家",左联词典 第284页; 左联词典 第329页; 左联词典 第345页; 左联词典 第643页,5,SRC-0534;SRC-0689;SRC-0614;SRC-0736,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现来访/会见/共同行动类动作,medium,no
REL-00451,ZLH-005,ZLH-054,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,(周扬)、白薇、洪深、张天鬟.许幸之、田汉、沈端先(夏衍)、陶晶孙、徐盈、方英、(钱枪邮)、森堡(任钧)、穆木天、适夷、华蒂(以群)、杨骚、风斯(刘芳松、东平、,左联词典 第483页,1,SRC-0151,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-00452,ZLH-005,ZLH-058,交游,交游,交游,,交游,,,formal,25,low,"国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾; 步文艺书刊,如《创造十年》(郭沫若)、《菊芬》、《最后的微笑5》s《异邦与故国》(以上蒋光慈)、《文凭》(茅盾译)、《流亡》,《归家》(以上洪灵菲)、《挣扎》(; 刊发表文论与漫画,所作鲁迅、郭沫若、秋田雨雀、普里鲍衣的漫面肖像形神兼备",左联词典 第102页; 左联词典 第168页; 左联词典 第360页; 左联词典 第479页; 左联词典 第537页,5,SRC-0011;SRC-0060;SRC-0742;SRC-0685;SRC-0609,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00453,ZLH-005,ZLH-059,组织隶属,同属组织,同属组织,,同属组织,,,formal,105,critical,"、阳翰笙、阿英、丁玲、张天翼、冯雪峰、夏衍、周扬、胡风、周立波、穆木天、杨骚、白薇等,又培养了一批思想活跃、颇具; 仇》(森堡)、《炸弹与征鸟》(白薇),《平林泰子集》(沈端先译),、《林房雄集)(林伯修译)、《初恪〗(穆木天译)、《新俄文学中的男女》(周起应译)等,为左联的; 、金丁、冰莹、周起应(周扬)、白薇、洪深、张天鬟.许幸之、田汉、沈端先(夏衍)、陶晶孙、徐盈、方英、(钱枪邮)、森堡(任",左联词典 第104页; 左联词典 第168页; 左联词典 第483页; 左联词典 第563页,5,SRC-0007;SRC-0060;SRC-0151;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；存在明显OCR噪声；证据只能支持同属组织或共同组织关联,low,no
REL-00454,ZLH-005,ZLH-060,创作合作,创作合作,创作合作,,创作合作,,,formal,25,low,"词由鲁迅、茅盾、丁玲、曹靖华、洛扬(汞雪峰)、奕如(夏衍),适夷联名签署.同年月,中苏两国政府恢复邦交,左联发表《中国著作家为中苏复交致苏联电》,柳亚子、鲁",左联词典 第132页,1,SRC-0054,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00455,ZLH-005,ZLH-061,交游,交游,交游,,交游,,,formal,25,low,"期在日本求学,1927年底,和朱镜我,李初梨、彭康、李铁声等同时团到上海,加入创造社,成为后期创造社的生力军,1928年月,与成仿昌等创办《文化批判》杂志,倡; 讲述苏区红军反图剿的战斗故事,朱镜我作了记录,并将油印记录请冯雪峰送交鲁迅先生,希望鲁迅利用这些; 要撰稿人有鲁迅、潘汉年、华汉、冯雪峰、沈端先、冯刀超、朱镜我、白萄、巫联报刊简介洪灵菲,柔",左联词典 第168页; 左联词典 第181页; 左联词典 第477页,4,SRC-0060;SRC-0175;SRC-0176,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-00456,ZLH-005,ZLH-063,组织隶属,合作,合作,,合作,,,formal,100,critical,"紫、田汉、田间、白曙、冯乃超、冯雪峰、冯锂、任白戈、任钧、阳翰笙、孙席珍、李伟森; 大「众文学“口叶是鲁迅、茅盾、冯雪峰、朐风等共同提出,而不是胡风一个人提出的,更不是冯雪峰“为了破坏左翼作家的团结“而提出的。事实证明,这一新口号是为了弥补“国",左联词典 第520页; 左联词典 第537页,3,SRC-0608;SRC-0609,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-00457,ZLH-005,ZLH-065,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"家和党的干部人数,有人(《冯雪峰谈左联》,《新文学史料》1980年第期),24人(丁玲《关于左联的片断回忆》,左联研究资料简介《新义学史料5》1980年第; 虑、名紫、东平(以上胡从经)、冯雪峰、楼适夷(以包子衍),阳翰笙、田汉(以上张向华),戴平万(饶茎子、黄仲文),孟超(卢正言),王任叔、扬邮人(以上陈梦烨),",左联词典 第525页; 左联词典 第563页,3,SRC-0177;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
REL-00458,ZLH-005,ZLH-067,组织隶属,合作,合作,,合作,,,formal,85,critical,"────东联词典信息。成员有冯雪峰、沈端先(夏卫)等,小说研究委员会左联秘书处下属单位.又称小说研究会、小说组、小说散文组。主要开展创作活动,举行作“品座谈会; 集》的编译工作。同年月起,在冯雪峰授意下,编辑出版文艺从刊《工作与学习》,先后出版《二三事}《原野)》》、《收获)《黎明辑。年初,第一本诗集《野花与箭》出版; 徐盈、方英、(钱枪邮)、森堡(任钧)、穆木天、适夷、华蒂(以群)、杨骚、",左联词典 第110页; 左联词典 第284页; 左联词典 第483页; 左联词典 第520页; 左联词典 第563页,5,SRC-0676;SRC-0534;SRC-0151;SRC-0608;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-00459,ZLH-005,ZLH-069,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"深刻、论述明确,是鲁迅、茅盾、冯雪峰的论文之外的所有文章中最优秀者,没有派性,客观公正,很有说服力。4.孙席珍评“国防文学“口号年月日,北方左联成",左联史 第594页,1,SRC-0619,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-00460,ZLH-005,ZLH-071,组织隶属,合作,合作,,合作,,,formal,100,critical,"工作与学习丛刊》。鲁迅逝世后,冯雪峰更加深切地感到鲁迅精神的伟大,应当努力宣传弘扬。他指示胡风编辑出版一个刊物,并希望得到鲁迅的老朋友和晚年接近的新作者的支持。; 与生命》,散文有曹白《歼音》和李霁野《一夕谈》,还有茅盾对周文两部长篇小说《烟苗季》《在白森镇》的评论和冬青对艾思奇哲学著作的评论《关于“思想方法“》,杂文栏名",左联史 第619页; 左联史 第620页,3,SRC-0621;SRC-0622,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-00461,ZLH-005,ZLH-073,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"国左翼文学运动的旗帜,潘汉年、冯雪峰、沈端先(夏衍)、阳翰笙、冯乃超、郑伯奇、钱杏邨(阿英)、田汉等都是它的组织者“和积极筹备者,瞿秋日、茅盾、丁玲、周扬等都曾; ────东联词典信息。成员有冯雪峰、沈端先(夏卫)等,小说研究委员会左联秘书处下属单位.又称小说研究会、小说组、小说散文组。主要开展创作活动,举行作“品座谈会; 习班“,职听过鲁迅先生的演讲和冯雪峰、胡也频、戴望舒等的讲课,同年月,",左联词典 第102页; 左联词典 第110页; 左联词典 第193页; 左联词典 第580页,5,SRC-0011;SRC-0676;SRC-0010;SRC-0249,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
